Class;Symbol;System;Side;Variant;OptimizedParams;Combinations;Algorithm;MagicNumber;Status;Path;SHA256
01_Forex;USDJPY;06_REVERSAL_EXIT;SELL;ICHIMOKU;35;112801376894976000000;FAST_GENETIC;663695939;RESEARCH;01_Forex/USDJPY/06_REVERSAL_EXIT/SELL_ICHIMOKU.set;F6DF48518FD8079E776480C6D8EDB71A50A033EC3FADC23F6D8C0AAAA7BADD9A
01_Forex;USDJPY;07_GRID_SEPARATE;BUY;MULTI;36;1961205757378560000000;FAST_GENETIC;694905714;HEDGE_ACCOUNT_REQUIRED;01_Forex/USDJPY/07_GRID_SEPARATE/BUY_MULTI.set;D30B0BF1836788B844360F284585EA7D09D51221CBDEF7FC7198EAE9A609E7AD
01_Forex;USDJPY;07_GRID_SEPARATE;BUY;ICHIMOKU;35;42789943797350400000;FAST_GENETIC;637774647;HEDGE_ACCOUNT_REQUIRED;01_Forex/USDJPY/07_GRID_SEPARATE/BUY_ICHIMOKU.set;30BEF4AD29A9C3B726CDFD55CE4D3EA466B666515CA78D98EB52272926565E56
01_Forex;USDJPY;07_GRID_SEPARATE;SELL;MULTI;36;1961205757378560000000;FAST_GENETIC;669951594;HEDGE_ACCOUNT_REQUIRED;01_Forex/USDJPY/07_GRID_SEPARATE/SELL_MULTI.set;4F34ED266456B2499CF2CE1C42E78B8838BBF77053276F8953918A2D6ABE6695
01_Forex;USDJPY;07_GRID_SEPARATE;SELL;ICHIMOKU;35;42789943797350400000;FAST_GENETIC;675379045;HEDGE_ACCOUNT_REQUIRED;01_Forex/USDJPY/07_GRID_SEPARATE/SELL_ICHIMOKU.set;1A64E1528F5DCC1A4980DFE640B97BB2144A8E7279FA340DD8C471C1753A97C7
01_Forex;USDJPY;08_GRID_UNIFIED;BOTH;MULTI;38;7844823029514240000000;FAST_GENETIC;665417676;HEDGE_ACCOUNT_REQUIRED;01_Forex/USDJPY/08_GRID_UNIFIED/BOTH_MULTI.set;C380052E62F8295BF592F16CFDF541D9CD858CFA4CD66511EF7DC9A852B641E2
01_Forex;USDJPY;08_GRID_UNIFIED;BOTH;ICHIMOKU;37;171159775189401600000;FAST_GENETIC;685388049;HEDGE_ACCOUNT_REQUIRED;01_Forex/USDJPY/08_GRID_UNIFIED/BOTH_ICHIMOKU.set;A937BFEA7357A65828BE5A5FD1EE666C51CA6C526AD4B8CCC0177902A6765F3C
01_Forex;USDJPY;09_MARTINGALE;BUY;MULTI;34;1598019506012160000000;FAST_GENETIC;699793522;HIGH_RISK;01_Forex/USDJPY/09_MARTINGALE/BUY_MULTI.set;2AB89817047A5BA92075687C6956C83CD4DC50D7E2760E161F8D7A6CDAE9C898
01_Forex;USDJPY;09_MARTINGALE;BUY;ICHIMOKU;33;34865880131174400000;FAST_GENETIC;680979884;HIGH_RISK;01_Forex/USDJPY/09_MARTINGALE/BUY_ICHIMOKU.set;FAEEE189B2F3BE01A22B3E39CAFD15B66C16ED4794610DEF65739979F8899352
01_Forex;USDJPY;09_MARTINGALE;SELL;MULTI;34;1598019506012160000000;FAST_GENETIC;644771064;HIGH_RISK;01_Forex/USDJPY/09_MARTINGALE/SELL_MULTI.set;F63ABF63A5CFCF843CE178B5829989459A31BA007E4718F4066A7899579FD417
01_Forex;USDJPY;09_MARTINGALE;SELL;ICHIMOKU;33;34865880131174400000;FAST_GENETIC;692962130;HIGH_RISK;01_Forex/USDJPY/09_MARTINGALE/SELL_ICHIMOKU.set;B1CCA393328771FA1A7DB5458DBBED301E9E34380AEB920A6BB2299A1C55C132
01_Forex;USDJPY;10_DALEMBERT;BUY;MULTI;35;7990097530060800000000;FAST_GENETIC;654079663;HIGH_RISK;01_Forex/USDJPY/10_DALEMBERT/BUY_MULTI.set;8C6E8C2D3DA7279459E10670E7D7CEEFA2477EDEBF08C69C5E9B2B0272E3E8B2
01_Forex;USDJPY;10_DALEMBERT;BUY;ICHIMOKU;34;174329400655872000000;FAST_GENETIC;690583848;HIGH_RISK;01_Forex/USDJPY/10_DALEMBERT/BUY_ICHIMOKU.set;1ED40ECCED50C559DF3ADB8E2E0D335EC623E0254D82F0A017F71B0100E1D391
01_Forex;USDJPY;10_DALEMBERT;SELL;MULTI;35;7990097530060800000000;FAST_GENETIC;689725597;HIGH_RISK;01_Forex/USDJPY/10_DALEMBERT/SELL_MULTI.set;132B6CA37E9B8011D9F1B67570CD678B56A4C8DBC169CD9185B03A1BB4E19117
01_Forex;USDJPY;10_DALEMBERT;SELL;ICHIMOKU;34;174329400655872000000;FAST_GENETIC;629756659;HIGH_RISK;01_Forex/USDJPY/10_DALEMBERT/SELL_ICHIMOKU.set;846884D1BF8D0A37580295395FA913E029FE477CD9F3432D0817AFBFDCC4EF5F
01_Forex;USDJPY;11_SIGNAL_ONLY;BUY;MULTI;28;22254059520000000;FAST_GENETIC;681598084;HIGH_RISK_RESEARCH;01_Forex/USDJPY/11_SIGNAL_ONLY/BUY_MULTI.set;A5CCF684FDF1DFD12C84240DC399FD1912DCEBF868728143C4377B8E1F65D8D0
01_Forex;USDJPY;11_SIGNAL_ONLY;BUY;ICHIMOKU;27;485543116800000;FAST_GENETIC;638048765;HIGH_RISK_RESEARCH;01_Forex/USDJPY/11_SIGNAL_ONLY/BUY_ICHIMOKU.set;281DFF30B919B7F8BE3059160343DFAEB95B441AC23135251C83BCB2617028AE
01_Forex;USDJPY;11_SIGNAL_ONLY;SELL;MULTI;28;22254059520000000;FAST_GENETIC;659073021;HIGH_RISK_RESEARCH;01_Forex/USDJPY/11_SIGNAL_ONLY/SELL_MULTI.set;EB6AACCEFE04CA98DEEA613E552E1A221FB8060AD33F6531216CFCD198613BDB
01_Forex;USDJPY;11_SIGNAL_ONLY;SELL;ICHIMOKU;27;485543116800000;FAST_GENETIC;658282525;HIGH_RISK_RESEARCH;01_Forex/USDJPY/11_SIGNAL_ONLY/SELL_ICHIMOKU.set;29E3387010A1D7A7D93BC6CE66FE2ACEF435F493D1741A4460AAEB8AED892D43
02_Cryptocurrencies;ADAUSD;01_SLTP;BUY;MULTI;33;801146142720000000000;FAST_GENETIC;632173771;RESEARCH;02_Cryptocurrencies/ADAUSD/01_SLTP/BUY_MULTI.set;6AC8670D21F9229416EE4ADBFC615E241B69ABC0255EDCE9BFFE188B2B921986
02_Cryptocurrencies;ADAUSD;01_SLTP;BUY;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;661980035;RESEARCH;02_Cryptocurrencies/ADAUSD/01_SLTP/BUY_ICHIMOKU.set;0C9D90CBAA31AB7F05ABB64EE314175C8C717EEDB05A25FBCF882CA57C950122
02_Cryptocurrencies;ADAUSD;01_SLTP;SELL;MULTI;33;801146142720000000000;FAST_GENETIC;645411711;RESEARCH;02_Cryptocurrencies/ADAUSD/01_SLTP/SELL_MULTI.set;4CA0CA3BE1D70941FAF510219A161BCE9F51F0940F3007D73CE259FD9218456E
02_Cryptocurrencies;ADAUSD;01_SLTP;SELL;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;618356805;RESEARCH;02_Cryptocurrencies/ADAUSD/01_SLTP/SELL_ICHIMOKU.set;F09D6A9BF178A580FD69B14DEC9ECBDCF34C81CA71E9E415C4E8CDB83514DAAF
02_Cryptocurrencies;ADAUSD;02_SLTP_ORGANIC;BUY;MULTI;33;801146142720000000000;FAST_GENETIC;683969926;RESEARCH;02_Cryptocurrencies/ADAUSD/02_SLTP_ORGANIC/BUY_MULTI.set;3B4BD82D70750B997F3F877A5A2FD1B7336F8085BA3A8EA0377CDF49C1C0BAD7
02_Cryptocurrencies;ADAUSD;02_SLTP_ORGANIC;BUY;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;682274857;RESEARCH;02_Cryptocurrencies/ADAUSD/02_SLTP_ORGANIC/BUY_ICHIMOKU.set;99D4339A87AE8211BDEE1C39787A378E8CF592B118528DFE070467AA6247DA18
02_Cryptocurrencies;ADAUSD;02_SLTP_ORGANIC;SELL;MULTI;33;801146142720000000000;FAST_GENETIC;654038586;RESEARCH;02_Cryptocurrencies/ADAUSD/02_SLTP_ORGANIC/SELL_MULTI.set;E62E097994DA20DCA1EE8E1ADD64DE1AAFB510BA9401BC08DF89F35B5194C8B1
02_Cryptocurrencies;ADAUSD;02_SLTP_ORGANIC;SELL;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;687283992;RESEARCH;02_Cryptocurrencies/ADAUSD/02_SLTP_ORGANIC/SELL_ICHIMOKU.set;AAB1E312718821D1979225EEF550EEC3FD2608D4E251FD5283710BB9DCECBDBD
02_Cryptocurrencies;ADAUSD;03_TRAIL_ONLY;BUY;MULTI;32;200286535680000000000;FAST_GENETIC;621479503;RESEARCH;02_Cryptocurrencies/ADAUSD/03_TRAIL_ONLY/BUY_MULTI.set;D649482BCA4DCB2AE6171EC09DB3547A47C8E1BDE3EE1C45A3C09EB189D78C03
02_Cryptocurrencies;ADAUSD;03_TRAIL_ONLY;BUY;ICHIMOKU;31;4369888051200000000;FAST_GENETIC;682507399;RESEARCH;02_Cryptocurrencies/ADAUSD/03_TRAIL_ONLY/BUY_ICHIMOKU.set;24BE0550FFC32F7F04289423A41C8212FE5E0A53F029A3F4ABF7F826EA4E4802
02_Cryptocurrencies;ADAUSD;03_TRAIL_ONLY;SELL;MULTI;32;200286535680000000000;FAST_GENETIC;649788325;RESEARCH;02_Cryptocurrencies/ADAUSD/03_TRAIL_ONLY/SELL_MULTI.set;9D6E88A2AF725FB5165F44A1E22D37D9171CF455BD9A530FB53509D07CE1F4FF
02_Cryptocurrencies;ADAUSD;03_TRAIL_ONLY;SELL;ICHIMOKU;31;4369888051200000000;FAST_GENETIC;695772115;RESEARCH;02_Cryptocurrencies/ADAUSD/03_TRAIL_ONLY/SELL_ICHIMOKU.set;A83049BF717B75CFD9F92134454A409E0B4291B468CDC566D0234B910FAB88F6
02_Cryptocurrencies;ADAUSD;04_SLTP_TRAIL;BUY;MULTI;36;240343842816000000000000;FAST_GENETIC;685865236;RESEARCH;02_Cryptocurrencies/ADAUSD/04_SLTP_TRAIL/BUY_MULTI.set;A917D2357DE608220891C39477C8461D891EAC6D76D8A93A2AC4C4FE6165C4DC
02_Cryptocurrencies;ADAUSD;04_SLTP_TRAIL;BUY;ICHIMOKU;35;5243865661440000000000;FAST_GENETIC;654347675;RESEARCH;02_Cryptocurrencies/ADAUSD/04_SLTP_TRAIL/BUY_ICHIMOKU.set;4058346819C908C330BCFCC1BDE2EDF5EBBEF861BCDA9D00E64B39E80F5131AB
02_Cryptocurrencies;ADAUSD;04_SLTP_TRAIL;SELL;MULTI;36;240343842816000000000000;FAST_GENETIC;686428187;RESEARCH;02_Cryptocurrencies/ADAUSD/04_SLTP_TRAIL/SELL_MULTI.set;27FA2D7EB419AFFF8D55ED25E47E0468067EE106A3096CFDE489D26D2F395B61
02_Cryptocurrencies;ADAUSD;04_SLTP_TRAIL;SELL;ICHIMOKU;35;5243865661440000000000;FAST_GENETIC;611389168;RESEARCH;02_Cryptocurrencies/ADAUSD/04_SLTP_TRAIL/SELL_ICHIMOKU.set;FDF995B3652D47DA2A22F4A9270B730AAEECD467BC57A1BD071EF0D11E625CF3
02_Cryptocurrencies;ADAUSD;05_BE_TRAIL;BUY;MULTI;33;1201719214080000000000;FAST_GENETIC;650755084;RESEARCH;02_Cryptocurrencies/ADAUSD/05_BE_TRAIL/BUY_MULTI.set;7BA224A85DDA9F163FC6929F544907795F0CCD2D48F6FD89A06906FB383A883F
02_Cryptocurrencies;ADAUSD;05_BE_TRAIL;BUY;ICHIMOKU;32;26219328307200000000;FAST_GENETIC;626631668;RESEARCH;02_Cryptocurrencies/ADAUSD/05_BE_TRAIL/BUY_ICHIMOKU.set;78D69BFE1190B9C5C0F9838E9446F7A1C10ABAF392A6981577A655EAF5111790
02_Cryptocurrencies;ADAUSD;05_BE_TRAIL;SELL;MULTI;33;1201719214080000000000;FAST_GENETIC;698909085;RESEARCH;02_Cryptocurrencies/ADAUSD/05_BE_TRAIL/SELL_MULTI.set;484DA7AF134BB0BF5578489B6349468F4FBC24A9B6E4BB2646F04BE740CDA58A
02_Cryptocurrencies;ADAUSD;05_BE_TRAIL;SELL;ICHIMOKU;32;26219328307200000000;FAST_GENETIC;689305193;RESEARCH;02_Cryptocurrencies/ADAUSD/05_BE_TRAIL/SELL_ICHIMOKU.set;812237C68CB70E45AA85F7A69AF26077C6C5DA74AC4EB8FA248EE6D8AB14794D
02_Cryptocurrencies;ADAUSD;06_REVERSAL_EXIT;BUY;MULTI;36;9613753712640000000000;FAST_GENETIC;622325888;RESEARCH;02_Cryptocurrencies/ADAUSD/06_REVERSAL_EXIT/BUY_MULTI.set;DAD8FE3354B680212DB05A02D8D9D65121D7A50F855CE668F30028B02E193EC1
02_Cryptocurrencies;ADAUSD;06_REVERSAL_EXIT;BUY;ICHIMOKU;35;209754626457600000000;FAST_GENETIC;670642329;RESEARCH;02_Cryptocurrencies/ADAUSD/06_REVERSAL_EXIT/BUY_ICHIMOKU.set;5DE5653CBA5B57EE0FD8D9788741480674EF5A4A0702091679D8E26D6A9AD4D3
02_Cryptocurrencies;ADAUSD;06_REVERSAL_EXIT;SELL;MULTI;36;9613753712640000000000;FAST_GENETIC;654674341;RESEARCH;02_Cryptocurrencies/ADAUSD/06_REVERSAL_EXIT/SELL_MULTI.set;DD967031DFE81C084B37E938FA84099239386A298134543D08B74E7FCFF73988
02_Cryptocurrencies;ADAUSD;06_REVERSAL_EXIT;SELL;ICHIMOKU;35;209754626457600000000;FAST_GENETIC;650788636;RESEARCH;02_Cryptocurrencies/ADAUSD/06_REVERSAL_EXIT/SELL_ICHIMOKU.set;94B94632D20DB140A1724FEC5E2BB958AA8880ABB72974C258A91CF47B45078C
02_Cryptocurrencies;ADAUSD;07_GRID_SEPARATE;BUY;MULTI;36;2884126113792000000000;FAST_GENETIC;679959996;HEDGE_ACCOUNT_REQUIRED;02_Cryptocurrencies/ADAUSD/07_GRID_SEPARATE/BUY_MULTI.set;A4AED25A1469B36804D36C593F23D1F2A15E36EBDE5CD281FA307649F1CD4A75
02_Cryptocurrencies;ADAUSD;07_GRID_SEPARATE;BUY;ICHIMOKU;35;62926387937280000000;FAST_GENETIC;622853278;HEDGE_ACCOUNT_REQUIRED;02_Cryptocurrencies/ADAUSD/07_GRID_SEPARATE/BUY_ICHIMOKU.set;C62A2411A9D916C05671DD62B13CCC8136D37E93DF1DDF900BFE74D5C63CA2D3
02_Cryptocurrencies;ADAUSD;07_GRID_SEPARATE;SELL;MULTI;36;2884126113792000000000;FAST_GENETIC;697731570;HEDGE_ACCOUNT_REQUIRED;02_Cryptocurrencies/ADAUSD/07_GRID_SEPARATE/SELL_MULTI.set;0AE533A51AE007880890CA38C14F63AF60B73C734870000B7CAE205A0204F151
02_Cryptocurrencies;ADAUSD;07_GRID_SEPARATE;SELL;ICHIMOKU;35;62926387937280000000;FAST_GENETIC;634195450;HEDGE_ACCOUNT_REQUIRED;02_Cryptocurrencies/ADAUSD/07_GRID_SEPARATE/SELL_ICHIMOKU.set;2519678EB24EC4E3904A4D5DD91E20BAD5AC16068A0CF583D7059F35EEF3FD59
02_Cryptocurrencies;ADAUSD;08_GRID_UNIFIED;BOTH;MULTI;38;11536504455168000000000;FAST_GENETIC;641379433;HEDGE_ACCOUNT_REQUIRED;02_Cryptocurrencies/ADAUSD/08_GRID_UNIFIED/BOTH_MULTI.set;3426273A3D7F52FDB129BACAFD9A0292D2C7E08DE5EA6712B31E790660439C98
02_Cryptocurrencies;ADAUSD;08_GRID_UNIFIED;BOTH;ICHIMOKU;37;251705551749120000000;FAST_GENETIC;639034750;HEDGE_ACCOUNT_REQUIRED;02_Cryptocurrencies/ADAUSD/08_GRID_UNIFIED/BOTH_ICHIMOKU.set;8F39C372F60FC1428CF7EB64F20F88237822110B2DC6EC51D164E39DFFC8A8DB
02_Cryptocurrencies;ADAUSD;09_MARTINGALE;BUY;MULTI;34;3204584570880000000000;FAST_GENETIC;651397661;HIGH_RISK;02_Cryptocurrencies/ADAUSD/09_MARTINGALE/BUY_MULTI.set;3597FFFFAF20841C8EA59AD31471F8D3AAFEC13D4EBF168EA93BB44CEF394870
02_Cryptocurrencies;ADAUSD;09_MARTINGALE;BUY;ICHIMOKU;33;69918208819200000000;FAST_GENETIC;612437729;HIGH_RISK;02_Cryptocurrencies/ADAUSD/09_MARTINGALE/BUY_ICHIMOKU.set;39B2833B0D611E50226DF6B701B6F5D4C4DB9EE19544553E111BA773B8CFC34F
02_Cryptocurrencies;ADAUSD;09_MARTINGALE;SELL;MULTI;34;3204584570880000000000;FAST_GENETIC;649801441;HIGH_RISK;02_Cryptocurrencies/ADAUSD/09_MARTINGALE/SELL_MULTI.set;C2FA358D23A22579FA65070A1CCC5797FDFA1F77D64A4A33B37539F64A8C3269
02_Cryptocurrencies;ADAUSD;09_MARTINGALE;SELL;ICHIMOKU;33;69918208819200000000;FAST_GENETIC;696472363;HIGH_RISK;02_Cryptocurrencies/ADAUSD/09_MARTINGALE/SELL_ICHIMOKU.set;CCAB87D819884189614BE0ED0197CAE11BDCFCFE3D846B7CEF39ABA6CC76AB11
02_Cryptocurrencies;ADAUSD;10_DALEMBERT;BUY;MULTI;35;16022922854400000000000;FAST_GENETIC;677567805;HIGH_RISK;02_Cryptocurrencies/ADAUSD/10_DALEMBERT/BUY_MULTI.set;366B53E04965EE7DFE18DC6D52D8F0DEBEFF6F91CDFF934660DE1FDBE9CF31DF
02_Cryptocurrencies;ADAUSD;10_DALEMBERT;BUY;ICHIMOKU;34;349591044096000000000;FAST_GENETIC;655768344;HIGH_RISK;02_Cryptocurrencies/ADAUSD/10_DALEMBERT/BUY_ICHIMOKU.set;5E950C5FA25C8948D468C69CB6827753B1F1AF1C05DD1EED2BD070155A32E05C
02_Cryptocurrencies;ADAUSD;10_DALEMBERT;SELL;MULTI;35;16022922854400000000000;FAST_GENETIC;624980855;HIGH_RISK;02_Cryptocurrencies/ADAUSD/10_DALEMBERT/SELL_MULTI.set;4ADF9D6ED6A9951CB9737392DF1A3575B473D68C59D31EEFB190A5C54854F36C
02_Cryptocurrencies;ADAUSD;10_DALEMBERT;SELL;ICHIMOKU;34;349591044096000000000;FAST_GENETIC;615385565;HIGH_RISK;02_Cryptocurrencies/ADAUSD/10_DALEMBERT/SELL_ICHIMOKU.set;2FF8C75A7118432F5BFC1E85222908435DC71DAB15E05808D520A749B805F13A
02_Cryptocurrencies;ADAUSD;11_SIGNAL_ONLY;BUY;MULTI;28;22254059520000000;FAST_GENETIC;635133507;HIGH_RISK_RESEARCH;02_Cryptocurrencies/ADAUSD/11_SIGNAL_ONLY/BUY_MULTI.set;24C07100D48825B52DD693E1F3FE5D7EF51180856EDBEBB8290877E1C576B316
02_Cryptocurrencies;ADAUSD;11_SIGNAL_ONLY;BUY;ICHIMOKU;27;485543116800000;FAST_GENETIC;646898174;HIGH_RISK_RESEARCH;02_Cryptocurrencies/ADAUSD/11_SIGNAL_ONLY/BUY_ICHIMOKU.set;9584A97557BDA9A638FAF5311B9D31419FF3F08E0762A38A9FF103EBB6F36299
02_Cryptocurrencies;ADAUSD;11_SIGNAL_ONLY;SELL;MULTI;28;22254059520000000;FAST_GENETIC;694328619;HIGH_RISK_RESEARCH;02_Cryptocurrencies/ADAUSD/11_SIGNAL_ONLY/SELL_MULTI.set;B6A3FA15E598C6439A8D733CA3A06FB423A3626943AF57F45ED0B40F63788074
02_Cryptocurrencies;ADAUSD;11_SIGNAL_ONLY;SELL;ICHIMOKU;27;485543116800000;FAST_GENETIC;673312413;HIGH_RISK_RESEARCH;02_Cryptocurrencies/ADAUSD/11_SIGNAL_ONLY/SELL_ICHIMOKU.set;5FC99158EDD19C0D337C871B1EC86FA909E14E40C357A86D8997F5009864F933
02_Cryptocurrencies;BTCUSD;01_SLTP;BUY;MULTI;33;801146142720000000000;FAST_GENETIC;633278542;RESEARCH;02_Cryptocurrencies/BTCUSD/01_SLTP/BUY_MULTI.set;D986B9B5511A635A6884656F81017ADDCF1062F3EA855FF8712EDF9F3C771D6F
02_Cryptocurrencies;BTCUSD;01_SLTP;BUY;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;631288631;RESEARCH;02_Cryptocurrencies/BTCUSD/01_SLTP/BUY_ICHIMOKU.set;4F98222DA014A50EF3C6738DBF56381E3A6BF9FFE24E212C741FA612EB1566F4
02_Cryptocurrencies;BTCUSD;01_SLTP;SELL;MULTI;33;801146142720000000000;FAST_GENETIC;680373389;RESEARCH;02_Cryptocurrencies/BTCUSD/01_SLTP/SELL_MULTI.set;B258E4A2F23F178ECDECEDA71512F191624C8A643FF68E354DAA5CCA1FB783CC
02_Cryptocurrencies;BTCUSD;01_SLTP;SELL;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;684625292;RESEARCH;02_Cryptocurrencies/BTCUSD/01_SLTP/SELL_ICHIMOKU.set;B7AACE5FB2EF436A49E3002E49C5FD7EBAE085122BB8F799DE22525560F84779
02_Cryptocurrencies;BTCUSD;02_SLTP_ORGANIC;BUY;MULTI;33;801146142720000000000;FAST_GENETIC;689380374;RESEARCH;02_Cryptocurrencies/BTCUSD/02_SLTP_ORGANIC/BUY_MULTI.set;69181748632529F4376FA9C3C625DF8FD82ADC4E3565BA3FB7953FA7FAEF3EBD
02_Cryptocurrencies;BTCUSD;02_SLTP_ORGANIC;BUY;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;649013228;RESEARCH;02_Cryptocurrencies/BTCUSD/02_SLTP_ORGANIC/BUY_ICHIMOKU.set;394A9793AF8807F7E47D2C3CD0CB40244AFABC6B4DF36169D51770574638F3F3
02_Cryptocurrencies;BTCUSD;02_SLTP_ORGANIC;SELL;MULTI;33;801146142720000000000;FAST_GENETIC;671523139;RESEARCH;02_Cryptocurrencies/BTCUSD/02_SLTP_ORGANIC/SELL_MULTI.set;19E8AB66C5D9996999FD9019842E6480841B74A87A4DFB9050F7C0F2A24CB784
02_Cryptocurrencies;BTCUSD;02_SLTP_ORGANIC;SELL;ICHIMOKU;32;17479552204800000000;FAST_GENETIC;636608793;RESEARCH;02_Cryptocurrencies/BTCUSD/02_SLTP_ORGANIC/SELL_ICHIMOKU.set;1F1F79253DC8DF9521C0AA4312D70B58C954FE80658BB22659FAB3602D747016
02_Cryptocurrencies;BTCUSD;03_TRAIL_ONLY;BUY;MULTI;32;200286535680000000000;FAST_GENETIC;687268612;RESEARCH;02_Cryptocurrencies/BTCUSD/03_TRAIL_ONLY/BUY_MULTI.set;69695B7E625CFF78C1720605C775EA9832D1BA1ADDD5F264EA6D25E1D3C7BB8B
02_Cryptocurrencies;BTCUSD;03_TRAIL_ONLY;BUY;ICHIMOKU;31;4369888051200000000;FAST_GENETIC;630141046;RESEARCH;02_Cryptocurrencies/BTCUSD/03_TRAIL_ONLY/BUY_ICHIMOKU.set;B921DAAD0DE879BEE42E6B632379108E2D1DB71BC996A70BB24723130B74022D
02_Cryptocurrencies;BTCUSD;03_TRAIL_ONLY;SELL;MULTI;32;200286535680000000000;FAST_GENETIC;627740695;RESEARCH;02_Cryptocurrencies/BTCUSD/03_TRAIL_ONLY/SELL_MULTI.set;EFB14E3382058BFDC8CFA93EF9D8D8532F6A8540882F38C687E9C28CFFA7A986
02_Cryptocurrencies;BTCUSD;03_TRAIL_ONLY;SELL;ICHIMOKU;31;4369888051200000000;FAST_GENETIC;629759876;RESEARCH;02_Cryptocurrencies/BTCUSD/03_TRAIL_ONLY/SELL_ICHIMOKU.set;F7139C7FE41EF9E992117FDE34A38DB519DADCD6BD70618A71569B37DED71C5E
02_Cryptocurrencies;BTCUSD;04_SLTP_TRAIL;BUY;MULTI;36;240343842816000000000000;FAST_GENETIC;615205648;RESEARCH;02_Cryptocurrencies/BTCUSD/04_SLTP_TRAIL/BUY_MULTI.set;B594B1F70F608AF78E999CE346F4D699DF252EE41A2A5098312803929FF30D7C
02_Cryptocurrencies;BTCUSD;04_SLTP_TRAIL;BUY;ICHIMOKU;35;5243865661440000000000;FAST_GENETIC;663459898;RESEARCH;02_Cryptocurrencies/BTCUSD/04_SLTP_TRAIL/BUY_ICHIMOKU.set;05BBCE3B6C242884801B6E8420ECE9AD676CFAD34456ED736B1A2DEFC8889A5E
02_Cryptocurrencies;BTCUSD;04_SLTP_TRAIL;SELL;MULTI;36;240343842816000000000000;FAST_GENETIC;686586891;RESEARCH;02_Cryptocurrencies/BTCUSD/04_SLTP_TRAIL/SELL_MULTI.set;8E9CDD4A7AC56FC3F29F0C8377D52289541C66C1C59D932E75EDB3222917E8D3
02_Cryptocurrencies;BTCUSD;04_SLTP_TRAIL;SELL;ICHIMOKU;35;5243865661440000000000;FAST_GENETIC;688110097;RESEARCH;02_Cryptocurrencies/BTCUSD/04_SLTP_TRAIL/SELL_ICHIMOKU.set;946DECECD15C4C0375F19AA1F5AEC5945E8A58950642FAF2ACD3343D1C635353
02_Cryptocurrencies;BTCUSD;05_BE_TRAIL;BUY;MULTI;33;1201719214080000000000;FAST_GENETIC;642603752;RESEARCH;02_Cryptocurrencies/BTCUSD/05_BE_TRAIL/BUY_MULTI.set;957350CD546864C11E0E57E276F8095BE898DFDF4704E640B5623C7F71D72B5D
02_Cryptocurrencies;BTCUSD;05_BE_TRAIL;BUY;ICHIMOKU;32;26219328307200000000;FAST_GENETIC;666892342;RESEARCH;02_Cryptocurrencies/BTCUSD/05_BE_TRAIL/BUY_ICHIMOKU.set;AFE929D7E670B9D5F3ABE8BE3805EF1F76AF3F3ADB430E805D971CC8E14DFF7D
02_Cryptocurrencies;BTCUSD;05_BE_TRAIL;SELL;MULTI;33;1201719214080000000000;FAST_GENETIC;664943265;RESEARCH;02_Cryptocurrencies/BTCUSD/05_BE_TRAIL/SELL_MULTI.set;EF8EA21CF1D02EFB5CAEE57EBEEBFF44659CD5D1CF83023F074B2B68AFE0FE83
02_Cryptocurrencies;BTCUSD;05_BE_TRAIL;SELL;ICHIMOKU;32;26219328307200000000;FAST_GENETIC;617483470;RESEARCH;02_Cryptocurrencies/BTCUSD/05_BE_TRAIL/SELL_ICHIMOKU.set;14AD24097B7876DAAD50455C707FE14F60068A00C91EB9E9FD81E609FC46ACE9
02_Cryptocurrencies;BTCUSD;06_REVERSAL_EXIT;BUY;MULTI;36;9613753712640000000000;FAST_GENETIC;682204766;RESEARCH;02_Cryptocurrencies/BTCUSD/06_REVERSAL_EXIT/BUY_MULTI.set;0AD9BFD50E5CD5686CDF4347F61C0EE55E1B0FDCA012DF39CA4F19705A7B87CB
02_Cryptocurrencies;BTCUSD;06_REVERSAL_EXIT;BUY;ICHIMOKU;35;209754626457600000000;FAST_GENETIC;677178219;RESEARCH;02_Cryptocurrencies/BTCUSD/06_REVERSAL_EXIT/BUY_ICHIMOKU.set;FC5E4C165AFD7CAE829028C97BEE8D6DF0F47448983A8DAD7A141608AAD32895
02_Cryptocurrencies;BTCUSD;06_REVERSAL_EXIT;SELL;MULTI;36;9613753712640000000000;FAST_GENETIC;624856487;RESEARCH;02_Cryptocurrencies/BTCUSD/06_REVERSAL_EXIT/SELL_MULTI.set;FF0DB6B517261CD69C4CE710171C65D601F5AAA096083A89303ACF5B14BA232C
02_Cryptocurrencies;BTCUSD;06_REVERSAL_EXIT;SELL;ICHIMOKU;35;209754626457600000000;FAST_GENETIC;629104233;RESEARCH;02_Cryptocurrencies/BTCUSD/06_REVERSAL_EXIT/SELL_ICHIMOKU.set;BE9BEB150D90F8C42C0E410C8AEE24025542E9855B93A96F142823445F6D686E
